sub_num,galaxy,diff_mean
0.0,0,0.8823529411764706
0.0,1,0.64
0.0,2,-0.9583333333333334
1.0,0,0.9411764705882353
1.0,1,0.6
1.0,2,-1.08
2.0,0,0.8823529411764706
2.0,1,0.72
2.0,2,-1.16
3.0,0,1.0
3.0,1,0.68
3.0,2,-1.2307692307692308
4.0,0,0.9411764705882353
4.0,1,0.72
4.0,2,-1.12
5.0,0,1.0
5.0,1,0.68
5.0,2,-1.32
6.0,0,0.9411764705882353
6.0,1,0.5769230769230769
6.0,2,-1.1666666666666667
7.0,0,0.8823529411764706
7.0,1,0.72
7.0,2,-1.32
8.0,0,0.9411764705882353
8.0,1,0.76
8.0,2,-1.3076923076923077
9.0,0,0.9411764705882353
9.0,1,0.72
9.0,2,-1.0833333333333333
10.0,0,0.9411764705882353
10.0,1,0.72
10.0,2,-1.2
11.0,0,1.0
11.0,1,0.68
11.0,2,-0.9583333333333334
12.0,0,1.0
12.0,1,0.68
12.0,2,-1.0
13.0,0,1.0
13.0,1,0.68
13.0,2,-1.0416666666666667
14.0,0,0.9411764705882353
14.0,1,0.72
14.0,2,-1.2
15.0,0,0.9333333333333333
15.0,1,-0.07692307692307693
15.0,2,-0.4230769230769231
16.0,0,1.0
16.0,1,0.68
16.0,2,-1.12
17.0,0,0.9411764705882353
17.0,1,0.76
17.0,2,-1.2083333333333333
18.0,0,0.9375
18.0,1,0.72
18.0,2,-0.9583333333333334
19.0,0,0.9375
19.0,1,0.76
19.0,2,-1.28
20.0,0,0.9411764705882353
20.0,1,0.64
20.0,2,-1.0833333333333333
21.0,0,0.9333333333333333
21.0,1,-0.15384615384615385
21.0,2,-0.5384615384615384
22.0,0,1.0
22.0,1,-0.11538461538461539
22.0,2,-0.38461538461538464
23.0,0,1.0
23.0,1,-0.11538461538461539
23.0,2,-0.2692307692307692
24.0,0,0.9333333333333333
24.0,1,-0.07692307692307693
24.0,2,0.12
25.0,0,1.0
25.0,1,-0.15384615384615385
25.0,2,-0.12
26.0,0,1.0
26.0,1,-0.19230769230769232
26.0,2,0.08333333333333333
27.0,0,1.0
27.0,1,-0.11538461538461539
27.0,2,0.8260869565217391
28.0,0,1.0
28.0,1,-0.11538461538461539
28.0,2,-0.12
29.0,0,1.0
29.0,1,-0.11538461538461539
29.0,2,-0.04
30.0,0,1.0
30.0,1,-0.07692307692307693
30.0,2,0.16666666666666666
31.0,0,1.0
31.0,1,-0.038461538461538464
31.0,2,0.08333333333333333
32.0,0,1.0
32.0,1,-0.038461538461538464
32.0,2,0.5652173913043478
33.0,0,1.0
33.0,1,-0.07692307692307693
33.0,2,0.6521739130434783
34.0,0,0.9333333333333333
34.0,1,-0.11538461538461539
34.0,2,0.9130434782608695
35.0,0,1.0
35.0,1,0.0
35.0,2,-0.28
36.0,0,1.0
36.0,1,0.0
36.0,2,0.16666666666666666
37.0,0,1.0
37.0,1,-0.038461538461538464
37.0,2,0.08333333333333333
38.0,0,1.0
38.0,1,0.0
38.0,2,0.20833333333333334
39.0,0,1.0
39.0,1,0.07692307692307693
39.0,2,0.4782608695652174
40.0,0,1.0
40.0,1,0.0
40.0,2,1.0
41.0,0,1.0
41.0,1,0.19230769230769232
41.0,2,0.8181818181818182
42.0,0,1.0
42.0,1,0.0
42.0,2,-0.32
43.0,0,1.0
43.0,1,-0.07692307692307693
43.0,2,-0.16
44.0,0,1.0
44.0,1,0.0
44.0,2,-0.08
45.0,0,1.0
45.0,1,0.0
45.0,2,0.20833333333333334
46.0,0,1.0
46.0,1,0.15384615384615385
46.0,2,0.2608695652173913
47.0,0,1.0
47.0,1,0.15384615384615385
47.0,2,0.5652173913043478
48.0,0,0.9333333333333333
48.0,1,0.23076923076923078
48.0,2,0.9545454545454546
49.0,0,0.9375
49.0,1,-0.038461538461538464
49.0,2,-0.32
50.0,0,1.0
50.0,1,0.0
50.0,2,0.0
51.0,0,1.0
51.0,1,0.0
51.0,2,0.0
52.0,0,1.0
52.0,1,0.11538461538461539
52.0,2,0.041666666666666664
53.0,0,1.0
53.0,1,0.19230769230769232
53.0,2,0.391304347826087
54.0,0,0.9333333333333333
54.0,1,0.34615384615384615
54.0,2,0.7727272727272727
55.0,0,0.9333333333333333
55.0,1,0.4230769230769231
55.0,2,0.8636363636363636
56.0,0,1.0
56.0,1,0.038461538461538464
56.0,2,-0.25
57.0,0,1.0
57.0,1,0.038461538461538464
57.0,2,-0.36
58.0,0,1.0
58.0,1,0.038461538461538464
58.0,2,0.0
59.0,0,1.0
59.0,1,0.15384615384615385
59.0,2,0.391304347826087
60.0,0,1.0
60.0,1,0.2692307692307692
60.0,2,0.30434782608695654
61.0,0,0.9333333333333333
61.0,1,0.4230769230769231
61.0,2,0.8181818181818182
62.0,0,0.9333333333333333
62.0,1,0.46153846153846156
62.0,2,1.2380952380952381
63.0,0,1.0
63.0,1,0.038461538461538464
63.0,2,-0.5769230769230769
64.0,0,1.0
64.0,1,0.038461538461538464
64.0,2,0.0
65.0,0,1.0
65.0,1,0.11538461538461539
65.0,2,0.20833333333333334
66.0,0,1.0
66.0,1,0.15384615384615385
66.0,2,0.2608695652173913
67.0,0,1.0
67.0,1,0.3076923076923077
67.0,2,0.5454545454545454
68.0,0,0.9333333333333333
68.0,1,0.4230769230769231
68.0,2,1.1428571428571428
69.0,0,0.9333333333333333
69.0,1,0.5
69.0,2,0.7727272727272727
70.0,0,1.0
70.0,1,0.038461538461538464
70.0,2,-0.7692307692307693
71.0,0,1.0
71.0,1,0.07692307692307693
71.0,2,-0.25
72.0,0,1.0
72.0,1,0.19230769230769232
72.0,2,-0.16666666666666666
73.0,0,1.0
73.0,1,0.38461538461538464
73.0,2,0.45454545454545453
74.0,0,1.0
74.0,1,0.46153846153846156
74.0,2,0.7272727272727273
75.0,0,0.9333333333333333
75.0,1,0.6
75.0,2,1.1904761904761905
76.0,0,1.0
76.0,1,0.64
76.0,2,1.2380952380952381
